Error Type,Topic Guid,Message
Warning,28b06934-933b-4899-a7a6-707eb0516552,Topic title:the-visio-graphics-service-has-a-maximum-cache-age-setting-that-will-adversely-impact-performance bigger then max length:80 new topic title name:the-visio-graphics-service-has-a-maximum-cache-age-setting-that-will-adversely-i
Warning,40282a18-58f0-4baa-b2f3-70c8571a18bd,Topic title:test-lab-guide-configure-excel-services-data-refresh-by-using-an-embedded-connection bigger then max length:80 new topic title name:test-lab-guide-configure-excel-services-data-refresh-by-using-an-embedded-connec
Warning,5a91b9e3-1508-475b-93e0-710fa5d5cd2d,Topic title:remove-or-disable-hybrid-modern-authentication-from-skype-for-business-and-exchange bigger then max length:80 new topic title name:remove-or-disable-hybrid-modern-authentication-from-skype-for-business-and-excha
Warning,b5f098eb-219a-4483-adee-75d7b6b3089a,Topic title:validate-the-my-site-host-and-individual-my-sites-are-on-a-dedicated-web-application-and-separate-url-domain bigger then max length:80 new topic title name:validate-the-my-site-host-and-individual-my-sites-are-on-a-dedicated-web-applica
Warning,7c411fda-2dc0-4d89-8013-78484cb28c85,Topic title:move-the-microsoft-sharepoint-foundation-subscription-settings-services-service-application-databases bigger then max length:80 new topic title name:move-the-microsoft-sharepoint-foundation-subscription-settings-services-service-
Warning,2be5291e-b6cc-4730-bc58-78b14ea1984b,Topic title:configure-excel-services-data-refresh-by-using-embedded-data-connections-in-sharepoint-server-2013 bigger then max length:80 new topic title name:configure-excel-services-data-refresh-by-using-embedded-data-connections-in-shar
Warning,1a9020cf-3a2f-42ae-b1be-7a8d7d0da81b,Topic title:ip-support duplicated. New topic title name:ip-support-0
Warning,e06b11f0-df6b-4b7c-949d-7ad2d89a29bf,Topic title:obsolete-configure-visio-services-data-refresh-in-sharepoint-server-2013-by-using-embedded-data-connections bigger then max length:80 new topic title name:obsolete-configure-visio-services-data-refresh-in-sharepoint-server-2013-by-usin
Warning,906f6115-86c9-4580-8984-7aeef45e4fc2,Topic title:migrate-onedrive-for-business-document-library-files-from-on-premises-sharepoint-2013-to-office-365-migrated bigger then max length:80 new topic title name:migrate-onedrive-for-business-document-library-files-from-on-premises-sharepoint
Warning,af7cf3e7-94b1-4a5d-8cb9-80c5a0b397f2,Topic title:deploying-sharepoint-server-2016-with-sql-server-alwayson-availability-groups-in-azure bigger then max length:80 new topic title name:deploying-sharepoint-server-2016-with-sql-server-alwayson-availability-groups-in
Warning,7cdb9c0a-459a-4ac4-94db-80cd4d5c612c,Topic title:add-records-at-any-dns-hosting-provider-to-set-up-your-sharepoint-online-public-website bigger then max length:80 new topic title name:add-records-at-any-dns-hosting-provider-to-set-up-your-sharepoint-online-public-
Warning,7021185c-1f2b-44a6-ba4a-8355dd8409e1,Topic title:share-a-sql-server-analysis-services-data-connection-using-excel-services-sharepoint-server-2013 bigger then max length:80 new topic title name:share-a-sql-server-analysis-services-data-connection-using-excel-services-sharep
Warning,f3c0fda5-7a36-4c5d-801f-8a3baccb6d6a,Topic title:document-set-planning duplicated. New topic title name:document-set-planning-0
Warning,adec5218-e874-4669-b841-8c58d7d0d21b,Topic title:deploy-custom-features-to-upgraded-site-collections-in-sharepoint-server-2013 duplicated. New topic title name:deploy-custom-features-to-upgraded-site-collections-in-sharepoint-server-2013-0
Warning,763d6eb3-01f5-47f1-a242-8dc7a01e3658,Topic title:migrate-data-to-office-365 duplicated. New topic title name:migrate-data-to-office-365-0
Warning,9937e459-2b94-4a04-8c06-90696a7d94a8,Topic title:about-search-criteria-for-the-content-search-web-part-and-other-search-driven-web-parts bigger then max length:80 new topic title name:about-search-criteria-for-the-content-search-web-part-and-other-search-driven-we
Warning,c4e144dc-5e0b-41c1-90b5-9380a858df17,Topic title:add-new-dns-records-domain-registrar-topic-for-network-solutions-simplified-instructions bigger then max length:80 new topic title name:add-new-dns-records-domain-registrar-topic-for-network-solutions-simplified-inst
Warning,772b3f76-1d04-4afb-b2df-93d21486341e,Topic title:should-you-verify-your-domain-in-office-365-by-using-a-txt-record-or-an-mx-record bigger then max length:80 new topic title name:should-you-verify-your-domain-in-office-365-by-using-a-txt-record-or-an-mx-recor
Warning,00b360d4-c870-43a8-ae8c-942a527c1876,Topic title:do_not_publish_node duplicated. New topic title name:do_not_publish_node-0
Warning,0906199e-951c-4373-a3bd-944897a589af,Topic title:configure-specific-sizes-of-individual-performancepoint-dashboard-zones-or-items-with-zones-sharepoint-server-2013 bigger then max length:80 new topic title name:configure-specific-sizes-of-individual-performancepoint-dashboard-zones-or-items
Warning,b55ceceb-eba8-44b5-b807-94a05e72362a,Topic title:feedback-about-non-delivery-report-5-7-129 duplicated. New topic title name:feedback-about-non-delivery-report-5-7-129-0
Warning,0ad8b5fb-e102-45e5-936b-95fb6a6ce88a,Topic title:when-you-switch-office-365-plans-changing-your-public-website-address-might-require-re-adding-domain bigger then max length:80 new topic title name:when-you-switch-office-365-plans-changing-your-public-website-address-might-requ
Warning,e52066b0-05a4-48a5-8112-978b88207ff5,Topic title:how-to-upgrade-an-environment-that-uses-content-type-syndication-sharepoint-server-2013 bigger then max length:80 new topic title name:how-to-upgrade-an-environment-that-uses-content-type-syndication-sharepoint-serv
Warning,d47ac3cb-e01b-46ff-ba69-9826b28fa313,Topic title:set-up-your-office-365-or-microsoft-exchange-based-email-on-an-amazon-kindle-fire bigger then max length:80 new topic title name:set-up-your-office-365-or-microsoft-exchange-based-email-on-an-amazon-kindle-fir
Warning,150f0179-b9d4-4823-b314-98b83a95d85e,Topic title:secure-sockets-layer-ssl-and-transport-layer-security-tls-protocol-support-in-sharepoint-2013 bigger then max length:80 new topic title name:secure-sockets-layer-ssl-and-transport-layer-security-tls-protocol-support-in-sh
Warning,150f0179-b9d4-4823-b314-98b83a95d85e,Topic title:secure-sockets-layer-ssl-and-transport-layer-security-tls-protocol-support-in-sh duplicated. New topic title name:secure-sockets-layer-ssl-and-transport-layer-security-tls-protocol-support-in-sh-0
Warning,6dd6a47e-ccfe-481e-9c32-9a2617029c28,Topic title:how-to-create-a-new-workflow-task-or-history-list-work-in-progress-by-sachin-in-c3 bigger then max length:80 new topic title name:how-to-create-a-new-workflow-task-or-history-list-work-in-progress-by-sachin-in-
Warning,fac92161-fa91-432c-91ef-9b8c8c944123,Topic title:export-contacts-from-other-email-services-and-programs-for-office-365-operated-by-21vianet bigger then max length:80 new topic title name:export-contacts-from-other-email-services-and-programs-for-office-365-operated-b
Warning,5b70149c-498d-4b5d-996d-9dbad10b4099,Topic title:no-code-solution-displaying-the-days-since-a-sharepoint-list-item-was-last-changed bigger then max length:80 new topic title name:no-code-solution-displaying-the-days-since-a-sharepoint-list-item-was-last-chang
Warning,b607e000-9436-4cbb-b6aa-9e76d70a4314,Topic title:versioning-content-approval-and-check-out-planning duplicated. New topic title name:versioning-content-approval-and-check-out-planning-0
Warning,6f5c1f77-9773-4fa9-b9ec-9e8bb876b38e,Topic title:synchronize-and-authenticate-users-from-your-on-premises-active-directory-to-yammer-and-office-365 bigger then max length:80 new topic title name:synchronize-and-authenticate-users-from-your-on-premises-active-directory-to-yam
Warning,d74115ae-901b-450d-9185-a0eb84a3bda1,Topic title:create-a-file-plan-to-manage-records duplicated. New topic title name:create-a-file-plan-to-manage-records-0
Warning,20e1e0c3-7d5c-489c-a588-a11b30adffb9,Topic title:the-visio-graphics-service-has-a-maximum-recalc-duration-setting-that-will-adversely-impact-user-perceived-performance bigger then max length:80 new topic title name:the-visio-graphics-service-has-a-maximum-recalc-duration-setting-that-will-adver
Warning,bd99c3a9-0333-4c1c-9793-a145769e48e6,Topic title:single-server-with-a-built-in-database duplicated. New topic title name:single-server-with-a-built-in-database-0
Warning,ed447ebf-6060-46f9-9e90-a239bd27eb96,Topic title:office-365-or-office-2016 duplicated. New topic title name:office-365-or-office-2016-0
Warning,ced9d55a-9742-4865-8b6e-a4bd555c3c58,Topic title:using-and-managing-domains-in-office-365-enterprise-and-office-365-midsize-business bigger then max length:80 new topic title name:using-and-managing-domains-in-office-365-enterprise-and-office-365-midsize-busin
Warning,53f33e4b-8d85-43c5-a35d-a53b073b2656,Topic title:not-in-build-manage-metered-network-behavior-for-the-onedrive-for-business-app-for-windows-8 bigger then max length:80 new topic title name:not-in-build-manage-metered-network-behavior-for-the-onedrive-for-business-app-f
Warning,74e1c006-11fa-47f5-adf7-a598bb83bc12,Topic title:advanced-upgrade-scenarios duplicated. New topic title name:advanced-upgrade-scenarios-0
Warning,d503def3-16c2-4402-967b-a5a1d599942c,Topic title:privacy-statement-for-microsoft-sharepoint-2013-onedrive-for-business-for-windows-8-devices bigger then max length:80 new topic title name:privacy-statement-for-microsoft-sharepoint-2013-onedrive-for-business-for-window
Warning,26c07867-0150-463d-b21a-a6d42aecf05a,Topic title:install-or-uninstall-language-packs duplicated. New topic title name:install-or-uninstall-language-packs-0
Warning,bb95244b-11c6-4c28-a56c-a765705354c6,Topic title:create-a-powerpivot-data-connection-performancepoint-services-in-sharepoint-server-2013 bigger then max length:80 new topic title name:create-a-powerpivot-data-connection-performancepoint-services-in-sharepoint-serv
Warning,8de5bc7f-026c-4685-a6f6-a8fd814c2b70,Topic title:infopath-forms-services-forms-cannot-be-filled-out-in-a-web-browser-because-no-state-service-connection-is-configured bigger then max length:80 new topic title name:infopath-forms-services-forms-cannot-be-filled-out-in-a-web-browser-because-no-s
Warning,d9c72a77-3675-4c67-babf-a97aa2f07138,Topic title:security-planning duplicated. New topic title name:security-planning-0
Warning,f3fae102-5b20-4c9f-9707-ab76c68be937,Topic title:plan-how-records-are-collected duplicated. New topic title name:plan-how-records-are-collected-0
Warning,29c0bc76-d835-401b-a2fb-abb069e84125,Topic title:configure-the-secure-store-service duplicated. New topic title name:configure-the-secure-store-service-0
Warning,086fd0f5-8580-414f-a088-b1238ad02014,Topic title:verify-each-user-profile-service-application-has-an-associated-search-service-connection bigger then max length:80 new topic title name:verify-each-user-profile-service-application-has-an-associated-search-service-co
Warning,85b708b7-854c-426d-9814-b2cec0e4bcb7,Topic title:dxstudio-3-0gfb2oesupport-request-code-block-font-renders-too-small-no-copy-code-feature-is-available bigger then max length:80 new topic title name:dxstudio-3-0gfb2oesupport-request-code-block-font-renders-too-small-no-copy-code
Warning,79ef92e1-0a61-4717-b8ca-b3bec3003ca6,Topic title:add-records-at-nearlyfreespeech-net-to-set-up-your-sharepoint-online-public-website bigger then max length:80 new topic title name:add-records-at-nearlyfreespeech-net-to-set-up-your-sharepoint-online-public-webs
